FirstName;LastName;age;City;State;StreetAddress;streetNumber
Richard;Jefferson;42;Dover;Arizona;Calle Real;14022
Andrew;Cleveland;37;Oklahoma City;Maryland;Corona Del Mar;70622
James;Johnson;35;Saint Paul;Alaska;Monroe Street;34848
Andrew;Reagan;69;Cheyenne;Louisiana;E Fowler Avenue;94568
Jimmy;Taft;57;Pierre;Mississippi;San Simeon;2372
Benjamin;Harrison;21;Providence;Georgia;Woodson Rd.;41288
Andrew;Harrison;66;Atlanta;Washington;Redwood Highway;2106
Andrew;Adams;58;Helena;Mississippi;East Calle Primera;81260
Grover;Reagan;74;Madison;Washington;Redwood Highway;32524
Lyndon;Reagan;79;Montpelier;Vermont;N Harrison St;11287
Jimmy;Truman;89;Lincoln;Minnesota;Monroe Street;67222
William;McKinley;96;Columbia;Tennessee;N Harrison St;32408
Abraham;Hoover;87;Juneau;Nevada;Tully Road East;77843
James;Arthur;25;Lincoln;Oklahoma;Lake Tahoe Blvd.;28801
Herbert;Roosevelt;92;Nashville;Georgia;North Preisker Lane;10023
William;Quincy;65;Boise;Indiana;Bailard Avenue;96190
Lyndon;Hayes;61;Sacramento;Mississippi;Santa Monica Road;81268
Thomas;Harding;61;Springfield;Montana;North Broadway Street;88560
Ulysses;Coolidge;90;Atlanta;Louisiana;Westside Freeway;50032
Richard;Kennedy;88;Richmond;Mississippi;Calle Real;90555
Ronald;Adams;14;Lansing;Pennsylvania;Moreno Drive;46233
Herbert;Harrison;87;Richmond;Maryland;Lindbergh Blvd;58068
Franklin;Lincoln;99;Santa Fe;Colorado;North Broadway Street;60852
Warren;Johnson;84;Springfield;Iowa;Santa Rosa North;90310
Martin;Johnson;30;Raleigh;Montana;Grandview Drive;44854
Bill;Truman;66;Richmond;Nevada;East Main Street;28255
Calvin;Coolidge;32;Albany;Hawaii;Timberlane Drive;43093
Andrew;Hayes;23;Baton Rouge;Ohio;Via Real;2739
Ronald;Buchanan;77;Springfield;New York;Padre Boulevard;87876
Calvin;Fillmore;42;Madison;Hawaii;Hutchinson Rd;52712
Herbert;Harrison;65;Austin;Washington;Harbor Dr;48826
John;Van Buren;72;Atlanta;Texas;Richmond Hill;83041
Chester;Pierce;74;Frankfort;Maryland;Corona Del Mar;3332
Ulysses;Adams;83;Juneau;Texas;North Ventu Park Road;50688
Chester;Polk;32;Boston;Arkansas;Santa Monica Road;76451
Chester;Madison;86;Denver;North Dakota;Milpas Street;37910
Ulysses;McKinley;68;Hartford;Texas;East Calle Primera;45167
Warren;Madison;26;Springfield;Florida;Santa Rosa South;56966
Millard;McKinley;89;Providence;Montana;Jean de la Fontaine;2576
Benjamin;Clinton;73;Tallahassee;Arizona;Cabrillo Highway;9352
Dwight;Arthur;91;Cheyenne;Pennsylvania;Bailard Avenue;99294
Richard;Eisenhower;18;Madison;Nebraska;Corona Del Mar;6506
Millard;Washington;96;Olympia;Maine;Timberlane Drive;87179
John;Wilson;18;Nashville;Florida;El Camino Real;21635
Warren;Wilson;51;Madison;Wyoming;Hutchinson Rd;72585
James;Arthur;58;Lansing;Idaho;Castillo Drive;43378
Rutherford;Roosevelt;94;Richmond;Maryland;Camelback Rd;79811
Jimmy;Monroe;63;Providence;Washington;South Roosevelt Drive;11802
Calvin;Van Buren;14;Tallahassee;Arkansas;Calle Real;40271
Woodrow;Adams;78;Lansing;Idaho;French Camp Turnpike Road;42113
Theodore;McKinley;16;Sacramento;Michigan;Erringer Road;67943
Ronald;Harding;96;Helena;Tennessee;Corona Del Mar;48694
Franklin;Carter;50;Tallahassee;Alaska;East Main Street;89020
Jimmy;Harding;18;Annapolis;Texas;Calle Real;24915
Jimmy;Roosevelt;82;Des Moines;Connecticut;Cerrillos Road;43894
Franklin;Reagan;52;Providence;New Hampshire;Carpinteria North;76737
James;Truman;78;Olympia;California;Tanger Blvd;26669
Ronald;Cleveland;91;Concord;Maryland;Santa Rosa South;50552
George;Roosevelt;24;Boise;Alaska;Bowles Avenue;23816
Andrew;Lincoln;35;Montpelier;New Mexico;Santa Rosa South;99022
Rutherford;Tyler;38;Indianapolis;Kentucky;Cabrillo Highway;35133
Bill;McKinley;72;Cheyenne;Montana;East Main Street;39839
Calvin;Reagan;79;Lansing;Mississippi;French Camp Turnpike Road;31280
Martin;Pierce;31;Little Rock;Ohio;Via Real;39241
Herbert;Nixon;33;Annapolis;Rhode Island;Steele Lane;20487
Ronald;Johnson;27;Pierre;South Carolina;North Erringer Road;88698
Lyndon;Coolidge;50;Madison;Missouri;Corona Del Mar;58852
James;Arthur;17;Madison;Kentucky;Santa Ana Freeway;94076
Warren;Cleveland;78;Honolulu;Louisiana;San Luis Obispo North;63488
Benjamin;Kennedy;93;Providence;Missouri;Apalachee Parkway;2686
Grover;Jackson;89;Hartford;South Carolina;Grandview Drive;43827
Martin;Ford;85;Montgomery;Wyoming;Greenwood Road;6447
Millard;Cleveland;35;Hartford;Nevada;Cleveland Ave.;95049
Thomas;Wilson;81;Phoenix;Mississippi;Carpinteria North;66628
Jimmy;Washington;73;Atlanta;Arkansas;Grandview Drive;38878
Warren;Johnson;17;Jefferson City;Rhode Island;Fontaine Road;55746
Ulysses;Madison;70;Denver;Washington;Santa Rosa South;14190
Herbert;Garfield;88;Honolulu;South Carolina;Carpinteria South;39736
James;Arthur;15;Olympia;Virginia;San Diego Freeway;24945
Jimmy;Arthur;50;Denver;Oklahoma;Cerrillos Road;73828
Calvin;Jefferson;74;Lansing;Arizona;Greenwood Road;30978
Theodore;Nixon;87;Providence;Arizona;Apalachee Parkway;40022
Warren;Jefferson;74;Charleston;South Carolina;South Highway;1992
Dwight;Jefferson;96;Salt Lake City;Ohio;Steele Lane;54926
Thomas;Monroe;50;Tallahassee;Iowa;North Preisker Lane;53753
Gerald;Carter;34;Santa Fe;Oregon;Erringer Road;52319
Franklin;Hayes;81;Topeka;South Carolina;Lindbergh Blvd;3573
Theodore;Jackson;29;Frankfort;Illinois;Lake Tahoe Blvd.;34079
Theodore;Tyler;14;Columbus;New Hampshire;San Luis Obispo North;48648
Chester;Garfield;78;Salem;Vermont;Redwood Highway;61458
Jimmy;Fillmore;35;Dover;South Carolina;Fontaine Road;13262
Abraham;Cleveland;59;Indianapolis;North Dakota;Lake Tahoe Blvd.;61845
Harry;Jefferson;96;Columbus;Arkansas;Grandview Drive;79953
Jimmy;Buchanan;66;Charleston;Utah;Lindbergh Blvd;76310
Warren;Pierce;18;Augusta;Kansas;Camelback Rd;14970
Chester;Cleveland;58;Olympia;Kentucky;Bayshore Freeway;3172
Benjamin;McKinley;26;Charleston;Rhode Island;Harry S Truman Blvd;92360
Harry;Kennedy;57;Salem;Virginia;North Erringer Road;71464
Herbert;Quincy;93;Jackson;Arizona;North Erringer Road;85112
John;Roosevelt;62;Santa Fe;Nebraska;Greenwood Road;35276
Ulysses;Truman;54;Hartford;Massachusetts;S Rustle St;20380
Harry;Roosevelt;59;Trenton;Indiana;Castillo Drive;31195
Grover;Clinton;32;Springfield;Indiana;Richmond Hill;32301
Herbert;Ford;24;Boise;Michigan;Carpinteria North;13238
Bill;Arthur;60;Carson City;West Virginia;Westside Freeway;6465
Martin;Nixon;51;Oklahoma City;South Dakota;San Simeon;35175
Dwight;Harding;40;Raleigh;Pennsylvania;Redwood Highway;9860
Chester;Polk;70;Phoenix;Oklahoma;Castillo Drive;12721
Warren;Tyler;96;Columbia;New York;East Main Street;77429
Lyndon;Adams;26;Augusta;Idaho;Timberlane Drive;77039
Lyndon;Polk;26;Olympia;Texas;Lake Tahoe Blvd.;68011
Andrew;Tyler;79;Des Moines;New Jersey;Via Real;46845
Gerald;Tyler;69;Des Moines;Utah;French Camp Turnpike Road;68659
William;Roosevelt;36;Bismarck;Texas;Lawrenceville Suwanee;55457
Martin;Kennedy;63;Tallahassee;Wisconsin;Westside Freeway;75905
Rutherford;Harding;84;Pierre;Alaska;Tully Road East;88693
James;Adams;96;Bismarck;Vermont;Tully Road East;97482
Zachary;Pierce;74;Augusta;Iowa;Redwood Highway;22743
Martin;Jefferson;55;Lansing;North Dakota;Castillo Drive;28958
George;Johnson;93;Little Rock;South Carolina;Lawrenceville Suwanee;12305
Franklin;McKinley;40;Jackson;New Mexico;French Camp Turnpike Road;70715
Andrew;Nixon;76;Bismarck;California;Pacific Hwy S;18379
Bill;Wilson;37;Annapolis;Minnesota;W. Russell St.;64064
Ronald;Hoover;15;Santa Fe;Mississippi;Calle Real;93200
Martin;Polk;19;Columbus;Florida;Cerrillos Road;66981
Richard;Jackson;78;Lincoln;Hawaii;Carpinteria Avenue;53922
John;Roosevelt;95;Harrisburg;New Jersey;San Marcos;34294
Bill;Roosevelt;70;Saint Paul;Michigan;Katella Avenue;84609
Lyndon;Hayes;38;Tallahassee;Minnesota;Carpinteria North;61853
Warren;Roosevelt;34;Concord;Mississippi;Carpinteria Avenue;51852
Bill;Grant;96;Topeka;Illinois;Harry S Truman Blvd;45502
Grover;Harding;39;Santa Fe;Oklahoma;Woodson Rd.;7533
Dwight;Johnson;50;Bismarck;Illinois;Jones Road;63159
John;Washington;35;Saint Paul;Utah;Tanger Blvd;73791
Andrew;Harding;59;Bismarck;South Carolina;Redwood Highway;30094
Millard;Harrison;45;Columbia;Wisconsin;Timberlane Drive;61606
Bill;Grant;18;Saint Paul;Nevada;Burnett Road;95006
Richard;Tyler;25;Bismarck;Hawaii;Harbor Dr;3337
James;Washington;14;Trenton;Michigan;Carpinteria South;27783
Millard;Buchanan;18;Bismarck;Illinois;S Rustle St;79482
Harry;Jackson;84;Charleston;Oregon;Santa Ana Freeway;12145
Warren;Hoover;76;Springfield;Montana;Fontaine Road;75395
Harry;Garfield;17;Montpelier;New York;Lake Tahoe Blvd.;59687
Theodore;Nixon;33;Carson City;Illinois;Jean de la Fontaine;10025
Martin;Nixon;32;Raleigh;Nebraska;Bailard Avenue;41202
Dwight;Grant;70;Oklahoma City;Delaware;Fairview Avenue;67444
George;Carter;73;Springfield;Virginia;S Rustle St;20499
Lyndon;Carter;77;Salt Lake City;Indiana;Jones Road;25080
Benjamin;Ford;51;Austin;Utah;Burnett Road;32185
Gerald;Quincy;15;Tallahassee;South Carolina;Grandview Drive;88556
Martin;McKinley;20;Boston;Arkansas;Harbor Dr;73703
Thomas;Madison;57;Augusta;Nebraska;San Marcos;964
Dwight;Coolidge;25;Trenton;Mississippi;Pacific Hwy S;62299
Gerald;Roosevelt;62;Columbus;Georgia;Harbor Dr;19317
George;Ford;37;Jackson;North Carolina;Via Real;16969
Franklin;Lincoln;86;Madison;Georgia;Westside Freeway;28981
William;Taylor;37;Des Moines;Idaho;Milpas Street;64708
Millard;Harrison;73;Harrisburg;Rhode Island;Greenwood Road;69896
Grover;McKinley;58;Helena;Wisconsin;Newbury Road;88803
John;Truman;19;Oklahoma City;Kansas;Bowles Avenue;59445
Gerald;Ford;32;Trenton;Minnesota;Cabrillo Highway;57322
Lyndon;Van Buren;22;Boise;New Hampshire;Katella Avenue;34628
Andrew;Johnson;92;Harrisburg;Texas;E Fowler Avenue;13498
Chester;Fillmore;20;Augusta;Idaho;Calle Real;80591
Jimmy;Grant;75;Honolulu;Connecticut;Milpas Street;20979
Andrew;Truman;80;Santa Fe;Utah;Milpas Street;29281
Benjamin;Washington;36;Austin;Texas;Burnett Road;29079
Ronald;Madison;77;Albany;North Dakota;East Fry Blvd.;77646
Zachary;Monroe;48;Topeka;Oklahoma;Katella Avenue;22614
James;Lincoln;84;Frankfort;Missouri;Harbor Dr;2072
Rutherford;Harrison;55;Indianapolis;Arizona;Fontaine Road;12668
Andrew;Truman;31;Helena;West Virginia;Calle Real;8056
Theodore;Van Buren;84;Salt Lake City;Maine;Cleveland Ave.;97057
William;Jefferson;56;Madison;Pennsylvania;Tanger Blvd;11068
Theodore;Johnson;62;Baton Rouge;Vermont;Tanger Blvd;9114
Jimmy;Hoover;44;Boise;North Carolina;San Diego Freeway;66418
Chester;Roosevelt;64;Dover;Connecticut;El Camino Real;91043
Franklin;Lincoln;33;Pierre;Texas;San Ysidro Blvd;59199
Bill;Johnson;64;Montgomery;Delaware;E Fowler Avenue;82161
Dwight;Fillmore;61;Denver;Mississippi;Timberlane Drive;97214
Harry;Van Buren;45;Phoenix;Rhode Island;Bailard Avenue;34827
Calvin;Harrison;41;Austin;North Carolina;San Diego Freeway;73497
Franklin;Roosevelt;39;Montpelier;Maine;Santa Rosa South;42681
Gerald;Cleveland;75;Concord;Indiana;Greenwood Road;44704
James;Polk;99;Charleston;Illinois;Via Real;40520
Ulysses;McKinley;56;Columbia;New York;Tully Road East;7458
Gerald;Harrison;55;Cheyenne;Kansas;Harry S Truman Blvd;65582
Gerald;Fillmore;69;Little Rock;Arkansas;Cerrillos Road;7633
Theodore;Harrison;73;Baton Rouge;Utah;Erringer Road;31787
Calvin;Nixon;39;Topeka;Montana;Erringer Road;34596
Abraham;Wilson;16;Des Moines;Colorado;North Broadway Street;86071
John;Nixon;68;Indianapolis;Idaho;Santa Rosa North;91460
Woodrow;Monroe;81;Montgomery;South Carolina;Lawrenceville Suwanee;87018
Woodrow;Polk;68;Dover;Wisconsin;El Camino Real;87295
Martin;Ford;61;Denver;Utah;Jones Road;66779
Grover;Monroe;29;Oklahoma City;Maine;Tully Road East;22815
Martin;Quincy;76;Nashville;Indiana;N Kentwood;27383
John;Wilson;61;Providence;Tennessee;Via Real;77948
Harry;Lincoln;74;Columbus;Wyoming;South Roosevelt Drive;50026
Herbert;Harding;86;Boston;Minnesota;Calle Real;9696
Thomas;Jackson;62;Annapolis;Florida;El Camino Real;2382
John;Garfield;72;Albany;Oregon;Jones Road;19194
Lyndon;Roosevelt;75;Concord;North Dakota;Redwood Highway;54144
Andrew;Johnson;46;Boise;Minnesota;Cleveland Ave.;96718
Benjamin;Eisenhower;98;Boston;Louisiana;Lawrenceville Suwanee;18577
Calvin;Taft;51;Baton Rouge;Arkansas;North Broadway Street;36698
Abraham;Lincoln;35;Nashville;California;Santa Rosa South;39264
Millard;Eisenhower;70;Lincoln;Michigan;Cerrillos Road;77233
Bill;Quincy;33;Richmond;New York;San Marcos;22106
Dwight;Fillmore;33;Tallahassee;New Jersey;Lawrenceville Suwanee;41475
Woodrow;Reagan;71;Carson City;California;W. Russell St.;56360
Zachary;Harrison;47;Baton Rouge;Utah;Santa Rosa North;83672
Herbert;Roosevelt;35;Jefferson City;Nevada;San Marcos;82420
Herbert;Adams;85;Sacramento;Kansas;Tully Road East;99136
Thomas;Reagan;61;Olympia;Oregon;North Preisker Lane;3591
Dwight;Hoover;45;Honolulu;Delaware;Harbor Dr;83806
Harry;Van Buren;66;Boise;Washington;Lawrenceville Suwanee;33370
Gerald;Adams;90;Salt Lake City;Montana;San Ysidro Blvd;764
Gerald;Lincoln;29;Helena;New York;Westside Freeway;46115
Chester;Harding;39;Augusta;Kentucky;Harbor Dr;63803
Jimmy;Hoover;45;Lansing;Ohio;East Main Street;8336
William;Nixon;43;Columbus;Montana;Hutchinson Rd;4241
Bill;Reagan;61;Topeka;Oklahoma;Tanger Blvd;9567
Millard;McKinley;89;Baton Rouge;Washington;Jean de la Fontaine;79104
Calvin;Fillmore;86;Sacramento;California;Santa Rosa North;58518
Millard;Harding;77;Jackson;New Hampshire;W. Russell St.;75938
Gerald;Lincoln;64;Harrisburg;North Dakota;Richmond Hill;33227
Woodrow;Ford;17;Little Rock;New York;El Camino Real;1092
William;Tyler;22;Olympia;Missouri;East 1st Street;67864
Benjamin;Roosevelt;57;Salt Lake City;New Mexico;East Main Street;20519
Rutherford;Van Buren;34;Jefferson City;Wyoming;San Diego Freeway;66725
Gerald;McKinley;21;Des Moines;Nevada;Redwood Highway;81359
Lyndon;Van Buren;26;Concord;Florida;San Luis Obispo North;74246
Warren;Garfield;93;Jefferson City;Nevada;Jean de la Fontaine;41458
Jimmy;Wilson;18;Des Moines;Pennsylvania;Carpinteria South;13693
Grover;Carter;18;Nashville;Arkansas;Calle Real;96154
Ulysses;Wilson;39;Nashville;Rhode Island;Corona Del Mar;74607
Grover;Adams;41;Honolulu;Oregon;N Harrison St;26513
Millard;Roosevelt;28;Columbia;Nebraska;Greenwood Road;67319
Chester;Quincy;17;Springfield;Rhode Island;Lake Tahoe Blvd.;21106
Woodrow;Cleveland;86;Montpelier;Maryland;Santa Monica Road;31729
Ulysses;Carter;75;Augusta;Wyoming;San Marcos;895
Ulysses;Hayes;83;Tallahassee;Georgia;Redwood Highway;46136
Benjamin;Lincoln;62;Charleston;New York;Carpinteria Avenue;20880
Theodore;Coolidge;75;Concord;Georgia;Harry S Truman Blvd;12081
Abraham;Hoover;71;Nashville;Alaska;Bowles Avenue;36342
Harry;Taylor;43;Charleston;Idaho;Harbor Dr;23590
Harry;Carter;83;Austin;Georgia;Burnett Road;19710
Chester;Quincy;48;Columbus;Iowa;Richmond Hill;67901
George;Johnson;98;Austin;Kentucky;Bowles Avenue;46558
Ulysses;Eisenhower;91;Annapolis;Kansas;San Luis Obispo North;52133
Herbert;Fillmore;94;Des Moines;Delaware;East Calle Primera;46999
Franklin;Eisenhower;97;Jefferson City;Utah;E Fowler Avenue;32247
Martin;Adams;44;Indianapolis;Hawaii;San Diego Freeway;38621
Jimmy;Harding;92;Harrisburg;Nevada;Redwood Highway;11522
Andrew;Lincoln;56;Augusta;Colorado;Harbor Dr;27273
Chester;McKinley;29;Salem;Indiana;W. Russell St.;23157
Grover;Eisenhower;68;Montgomery;Kansas;Harbor Dr;26057
Chester;Reagan;38;Helena;Rhode Island;San Luis Obispo North;61912
Andrew;Truman;49;Boise;Nebraska;Bayshore Freeway;5735
Franklin;Quincy;15;Salt Lake City;Nebraska;East Main Street;52429
William;Cleveland;98;Indianapolis;Pennsylvania;Burnett Road;42121
Franklin;Adams;93;Santa Fe;Louisiana;Bayshore Freeway;55103
Calvin;Johnson;30;Raleigh;Arkansas;San Luis Obispo North;69538
Millard;Hoover;98;Springfield;Kentucky;Jean de la Fontaine;5670
Andrew;Washington;67;Boise;Minnesota;San Luis Obispo North;21657
Theodore;Harding;61;Charleston;Hawaii;Santa Rosa North;51896
Richard;Johnson;15;Atlanta;Kansas;Castillo Drive;40603
John;Harding;67;Sacramento;Georgia;Jones Road;3359
John;Madison;75;Topeka;Kentucky;Cleveland Ave.;46544
Theodore;Arthur;14;Lansing;Delaware;W. Russell St.;10036
Theodore;Roosevelt;52;Providence;Virginia;Lindbergh Blvd;78384
Woodrow;Coolidge;46;Lansing;New Hampshire;Santa Rosa South;67603
Thomas;McKinley;63;Pierre;Colorado;San Simeon;73294
Dwight;Nixon;33;Sacramento;North Dakota;Carpinteria North;45594
Lyndon;Taylor;78;Augusta;Massachusetts;Cleveland Ave.;40512
Lyndon;Eisenhower;86;Lansing;Idaho;Erringer Road;6089
George;Madison;89;Boston;Vermont;South Roosevelt Drive;81749
Millard;Fillmore;93;Lansing;Hawaii;South Highway;30909
Gerald;Carter;63;Boise;Kansas;Santa Ana Freeway;5535
John;Madison;14;Frankfort;Arkansas;North Erringer Road;83405
Lyndon;Fillmore;15;Oklahoma City;Michigan;Santa Rosa South;1122
Dwight;Roosevelt;82;Oklahoma City;Georgia;Calle Real;74298
Harry;Eisenhower;19;Bismarck;Texas;Santa Rosa North;65234
Lyndon;Jackson;78;Frankfort;New Mexico;East 1st Street;80500
Dwight;Adams;76;Santa Fe;West Virginia;Woodson Rd.;83812
James;Roosevelt;96;Atlanta;Nevada;Via Real;30809
Theodore;Nixon;21;Honolulu;Texas;Camelback Rd;44085
Grover;Quincy;83;Pierre;Connecticut;Lake Tahoe Blvd.;45464
Jimmy;Cleveland;95;Phoenix;Florida;W. Russell St.;8410
Gerald;Jefferson;64;Springfield;Georgia;Harry S Truman Blvd;19100
Millard;Tyler;55;Carson City;New Jersey;Greenwood Road;387
John;Reagan;72;Oklahoma City;North Dakota;Castillo Drive;13146
Herbert;Monroe;84;Carson City;West Virginia;Fontaine Road;1259
Harry;Madison;25;Nashville;Indiana;Moreno Drive;67350
Thomas;Clinton;14;Phoenix;Maryland;North Preisker Lane;7460
Gerald;Monroe;83;Santa Fe;Mississippi;North Atherton Street;17321
Herbert;Garfield;15;Santa Fe;Arizona;Bayshore Freeway;70704
Rutherford;Carter;51;Raleigh;South Dakota;Hutchinson Rd;80684
Andrew;Kennedy;72;Montpelier;Iowa;San Ysidro Blvd;4017
Theodore;Taft;68;Dover;Kentucky;Lindbergh Blvd;37155
Theodore;Wilson;29;Montpelier;Oregon;North Preisker Lane;49840
Richard;Polk;48;Little Rock;Wisconsin;East Main Street;14115
Gerald;Hoover;71;Indianapolis;Kansas;Castillo Drive;40403
Andrew;Coolidge;54;Olympia;New Hampshire;Santa Ana Freeway;9704
Benjamin;Jefferson;82;Columbia;South Carolina;N Kentwood;42067
Thomas;Adams;67;Pierre;Wyoming;East Main Street;48406
Woodrow;Monroe;45;Topeka;New York;Burnett Road;31902
Harry;Hoover;88;Pierre;California;Santa Rosa North;1946
Harry;Jackson;80;Augusta;California;Steele Lane;59217
Ulysses;Quincy;25;Jefferson City;Michigan;North Broadway Street;1476
Millard;Wilson;44;Montpelier;Oregon;Santa Ana Freeway;61616
Dwight;Lincoln;43;Olympia;Virginia;Fairview Avenue;69597
Ronald;Quincy;64;Olympia;Washington;Cleveland Ave.;34279
Martin;Jackson;46;Atlanta;Nevada;Tully Road East;65116
Jimmy;Truman;25;Little Rock;Delaware;French Camp Turnpike Road;53682
Ronald;Fillmore;75;Columbus;New York;Jones Road;35467
Richard;Kennedy;18;Topeka;Pennsylvania;Castillo Drive;79891
Jimmy;Tyler;14;Oklahoma City;Pennsylvania;Carpinteria North;35805
Grover;Eisenhower;31;Santa Fe;Iowa;S Rustle St;62658
Dwight;Cleveland;44;Raleigh;Kentucky;Harbor Dr;97594
Martin;Buchanan;25;Tallahassee;Louisiana;W. Russell St.;49854
Ulysses;Johnson;36;Lincoln;Tennessee;Steele Lane;9242
Lyndon;Reagan;63;Salem;Tennessee;Bayshore Freeway;96917
Andrew;Buchanan;19;Helena;Wisconsin;North Broadway Street;26713
Franklin;Harrison;89;Harrisburg;Texas;Moreno Drive;43767
Bill;Fillmore;79;Harrisburg;Wyoming;Erringer Road;31039
George;Fillmore;66;Raleigh;Tennessee;Via Real;12698
Woodrow;Harrison;50;Atlanta;Missouri;Castillo Drive;33758
Franklin;Roosevelt;95;Phoenix;West Virginia;San Ysidro Blvd;74731
Bill;Van Buren;99;Albany;Florida;Erringer Road;40577
Herbert;Hayes;70;Montpelier;North Carolina;East Calle Primera;81205
Gerald;Cleveland;36;Hartford;Minnesota;N Harrison St;81242
Jimmy;Madison;81;Annapolis;Massachusetts;Harry S Truman Blvd;96685
Franklin;Harding;57;Lincoln;Kentucky;South Roosevelt Drive;11579
Franklin;Johnson;55;Jackson;Utah;Jones Road;43759
Harry;Washington;100;Olympia;Michigan;Camelback Rd;77224
Thomas;Polk;95;Annapolis;Montana;Katella Avenue;61493
Millard;Washington;57;Lansing;Delaware;Santa Ana Freeway;81302
Rutherford;Van Buren;37;Sacramento;Minnesota;Santa Ana Freeway;29437
Lyndon;Arthur;18;Oklahoma City;Oregon;Cerrillos Road;27434
George;Taft;48;Montpelier;Kentucky;Harbor Dr;46301
George;Tyler;70;Hartford;Arkansas;Tully Road East;70535
Thomas;Johnson;28;Tallahassee;California;North Atherton Street;16031
Gerald;Tyler;69;Bismarck;Connecticut;Timberlane Drive;29802
Zachary;Adams;26;Santa Fe;Minnesota;San Diego Freeway;58985
Ronald;Roosevelt;54;Saint Paul;Arkansas;Greenwood Road;28686
Calvin;Van Buren;29;Albany;Idaho;Bowles Avenue;68332
Rutherford;Washington;18;Pierre;Delaware;Steele Lane;76218
Warren;Johnson;83;Saint Paul;Oregon;Carpinteria North;93650
Abraham;Nixon;61;Saint Paul;Montana;East Main Street;92268
George;Johnson;56;Richmond;Tennessee;Lawrenceville Suwanee;87889
Calvin;Buchanan;89;Jackson;Florida;Cerrillos Road;78766
Jimmy;Roosevelt;22;Phoenix;Kentucky;Via Real;69183
Andrew;Clinton;55;Richmond;Colorado;Moreno Drive;20973
Benjamin;Taft;82;Indianapolis;Pennsylvania;San Ysidro Blvd;55334
Thomas;Reagan;98;Augusta;South Carolina;S Rustle St;62011
Ronald;Jefferson;71;Augusta;Utah;South Roosevelt Drive;41784
George;Kennedy;43;Concord;Missouri;Redwood Highway;73240
George;Adams;60;Olympia;Wisconsin;Harry S Truman Blvd;40209
Andrew;Ford;92;Concord;Nebraska;Lawrenceville Suwanee;59116
Gerald;Truman;53;Boise;Hawaii;Redwood Highway;37170
Theodore;Madison;62;Phoenix;Hawaii;Grandview Drive;2935
Thomas;Clinton;70;Indianapolis;Nebraska;North Preisker Lane;93997
Ronald;Grant;30;Olympia;Massachusetts;San Ysidro Blvd;17596
Andrew;Eisenhower;83;Austin;New Mexico;Cabrillo Highway;99809
Bill;Kennedy;88;Olympia;California;Moreno Drive;140
Theodore;Lincoln;22;Boise;Ohio;South Roosevelt Drive;29592
Harry;Van Buren;92;Boston;Nebraska;Lake Tahoe Blvd.;60513
Herbert;Polk;100;Juneau;Delaware;S Rustle St;5089
Grover;Tyler;84;Richmond;Iowa;Santa Monica Road;62570
Jimmy;Harrison;68;Topeka;South Dakota;Cerrillos Road;24964
Ronald;Fillmore;81;Des Moines;Arizona;Fairview Avenue;60675
Richard;Wilson;51;Madison;Colorado;Santa Monica Road;25712
Martin;Johnson;40;Oklahoma City;Illinois;Carpinteria North;69271
Andrew;Nixon;81;Albany;Georgia;Calle Real;70119
John;Tyler;95;Charleston;New Jersey;North Ventu Park Road;69136
Harry;Monroe;92;Springfield;Alaska;Cerrillos Road;85923
Richard;Pierce;37;Juneau;Utah;El Camino Real;35438
Jimmy;Harrison;86;Lincoln;Tennessee;Newbury Road;4638
Grover;Adams;92;Montpelier;Maine;Padre Boulevard;94838
Jimmy;Coolidge;23;Baton Rouge;Georgia;San Ysidro Blvd;76311
James;Taft;28;Boston;Minnesota;Corona Del Mar;56206
Grover;Carter;40;Lincoln;Arizona;Carpinteria North;68231
George;Arthur;80;Olympia;Tennessee;San Simeon;59687
Franklin;Wilson;23;Jefferson City;Indiana;North Preisker Lane;37969
Ronald;Roosevelt;53;Charleston;Arkansas;Jean de la Fontaine;98105
Woodrow;Garfield;24;Helena;Tennessee;Grandview Drive;8674
George;Tyler;32;Richmond;New Mexico;Bayshore Freeway;52668
Lyndon;Clinton;35;Little Rock;Oklahoma;Santa Rosa North;57712
Grover;Harrison;70;Columbia;Louisiana;San Ysidro Blvd;69655
Franklin;Jefferson;53;Lansing;Maryland;South Highway;60353
Jimmy;Kennedy;29;Frankfort;Kentucky;Richmond Hill;77789
Harry;Harding;91;Concord;Arizona;San Ysidro Blvd;45847
Theodore;Roosevelt;90;Olympia;Virginia;San Marcos;97199
Andrew;Roosevelt;61;Baton Rouge;Nebraska;Lawrenceville Suwanee;22388
Richard;Garfield;73;Indianapolis;Virginia;Moreno Drive;33733
Grover;Adams;81;Jefferson City;Arkansas;North Atherton Street;94604
Woodrow;Johnson;52;Dover;North Dakota;Newbury Road;48567
Thomas;Fillmore;73;Jackson;Tennessee;Castillo Drive;27861
Franklin;Buchanan;45;Salt Lake City;New York;Lake Tahoe Blvd.;78001
Theodore;Fillmore;38;Little Rock;California;Lawrenceville Suwanee;38942
Martin;Van Buren;84;Providence;West Virginia;Padre Boulevard;85549
Thomas;Harrison;18;Topeka;Arkansas;Lawrenceville Suwanee;5192
John;Tyler;96;Dover;New York;Jones Road;15189
Harry;Nixon;27;Cheyenne;Colorado;Padre Boulevard;61785
Ronald;Tyler;79;Trenton;Florida;Tanger Blvd;86426
Herbert;Reagan;49;Montpelier;Maine;Pacific Hwy S;89016
Millard;McKinley;77;Bismarck;Maine;Cleveland Ave.;7692
